Gold_Ingredient_Name,CAS_Number,Banned_in_California,Banned_in_Taiwan,Banned_in_EU,Aliases,Notes
Nickel Dicyanide,557-19-7,No,No,Yes,,(EU) 2019/831
Nickel Difluoride,"10028-18-9, 13462-88-9, 13462-90-3, 11132-10-8",No,No,Yes,,(EU) 2019/831
Nickel Diformate,"3349-06-2, 15843-02-4, 68134-59-8",No,No,Yes,,(EU) 2019/831
Nickel Dihydroxide,"12054-48-7, 11113-74-9",No,No,Yes,,(EC) 2009/1223
Nickel Diiodide,"10028-18-9, 13462-88-9, 13462-90-3, 11132-10-8",No,No,Yes,,(EU) 2019/831
Nickel Dilactate,16039-61-5,No,No,Yes,,(EU) 2019/831
Nickel Dinitrate,"13138-45-9, 14216-75-2",No,No,Yes,,(EU) 2019/831
Nickel Dioxide,12035-36-8,No,Yes,Yes,,(EC) 2009/1223
Nickel Diperchlorate,13637-71-3,No,No,Yes,,(EU) 2019/831
Nickel Dipotassium Bis(Sulfate),"13842-46-1, 15699-18-0",No,No,Yes,,(EU) 2019/831
Nickel Disilicide,"12007-00-0, 12007-01-1, 12007-02-2, 12619-90-8, 12059-14-2, 12201-89-7, 12035-64-2, 65229-23-4",No,No,Yes,,(EU) 2019/831
Nickel Dithiocyanate,13689-92-4,No,No,Yes,,(EU) 2019/831
Nickel Divanadium Hexaoxide,"12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Nickel Hexafluorosilicate,26043-11-8,No,No,Yes,,(EU) 2019/831
Nickel Hydrogen Phosphate,"14332-34-4, 18718-11-1, 10381-36-9, 14448-18-1, 14507-36-9, 36026-88-7, 17169-61-8, 19372-20-4",No,No,Yes,,(EU) 2019/831
Nickel Hydroxide,"12054-48-7, 11113-74-9",No,No,Yes,,(EC) 2009/1223
Nickel Isooctanoate,"16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
Nickel Matte,69012-50-6,No,No,Yes,,(EU) 2019/831
Nickel Monoxide,"1313-99-1, 11099-02-8, 34492-97-2",No,No,Yes,,(EC) 2009/1223
Nickel Monoxide; Nickel Oxide; Bunsenite,1313-99-1/ 11099-02-8/ 34492-97-2,No,Yes,No,,
Nickel Oxalate,"547-67-1, 20543-06-0",No,No,Yes,,(EU) 2019/831
Nickel Oxide,"1313-99-1, 11099-02-8, 34492-97-2",No,No,Yes,,(EC) 2009/1223
Nickel Phosphinate,"14332-34-4, 18718-11-1, 10381-36-9, 14448-18-1, 14507-36-9, 36026-88-7, 17169-61-8, 19372-20-4",No,No,Yes,,(EU) 2019/831
Nickel Potassium Fluoride,"10028-18-9, 13462-88-9, 13462-90-3, 11132-10-8",No,No,Yes,,(EU) 2019/831
Nickel Powder [Particle Diameter<1 Mm],7440-02-0,No,No,Yes,,(EC) 2009/1223
Nickel Selenate,15060-62-5,No,No,Yes,,(EU) 2019/831
Nickel Selenide,1314-05-2,No,No,Yes,,(EU) 2019/831
Nickel Silicate (3:4),"21784-78-1, 13775-54-7, 31748-25-1, 37321-15-6, 12519-85-6",No,No,Yes,,(EU) 2019/831
Nickel Stannate,12035-38-0,No,No,Yes,,(EU) 2019/831
Nickel Subsulfied,"12035-72-2, 12035-71-1",No,No,Yes,,(EC) 2009/1223
Nickel Sulfamate,13770-89-3,No,No,Yes,,(EU) 2019/831
Nickel Sulfide,"16812-54-7, 11113-75-0, 1314-04-1",No,Yes,Yes,,(EC) 2009/1223
Nickel Sulphate,7786-81-4,No,No,Yes,,(EC) 2009/1223
Nickel Telluride,12142-88-0,No,No,Yes,,(EU) 2019/831
Nickel Tellurium Tetraoxide,"7757-95-1, 15851-52-2, 15852-21-8, 68130-36-9",No,No,Yes,,(EU) 2019/831
Nickel Tellurium Trioxide,"7757-95-1, 15851-52-2, 15852-21-8, 68130-36-9",No,No,Yes,,(EU) 2019/831
Nickel Tin Trioxide,12035-38-0,No,No,Yes,,(EU) 2019/831
Nickel Titanium Oxide,"12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Nickel Titanium Trioxide,"12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Nickel Triuranium Decaoxide,15780-33-3,No,No,Yes,,(EU) 2019/831
Nickel Tungsten Tetraoxide,"12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Nickel Zirkonium Trioxide,"12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Arsenate,13477-70-8,No,No,Yes,,(EU) 2019/831
Nickel(Ii) Hydrogen Citrate,"16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Isodecanoate,"16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Isooctanoate,"16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Neodecanoate,"16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Neononanoate,"16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Neoundecanoate,"16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Octadecanoate,2223-95-2,No,No,Yes,,(EU) 2019/831
Nickel(Ii) Octanoate,4995-91-9,No,No,Yes,,(EU) 2019/831
Nickel(Ii) Palmitate,"16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Propionate,"16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Selenite,10101-96-9,No,No,Yes,,(EU) 2019/831
Nickel(Ii) Silicate,"21784-78-1, 13775-54-7, 31748-25-1, 37321-15-6, 12519-85-6",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Stearate,2223-95-2,No,No,Yes,,(EU) 2019/831
Nickel(Ii) Sulfite,"7757-95-1, 15851-52-2, 15852-21-8, 68130-36-9",No,No,Yes,,(EU) 2019/831
Nickel(Ii) Trifluoroacetate,"16083-14-0, 3349-08-4, 39819-65-3, 18721-51-2, 18283-82-4, 22605-92-1, 4454-16-4, 7580-31-6, 93983-68-7, 29317-63-3, 27637-46-3, 84852-37-9, 93920-10-6, 85508-43-6, 85508-44-7, 51818-56-5",No,No,Yes,,(EU) 2019/831
Nicotine And Its Salts,54-11-5,No,No,Yes,,(EC) 2009/1223
Nigrosine (Ci 50420) When Used As A Substance In Hair Dye Products,8005-03-6,No,No,Yes,,(EC) 2013/344
Nigrosine Spirit Soluble  And Its Salts,11099-03-9,No,Yes,No,,
"Nigrosine Spirit Soluble (Solvent Black 5) And Its Salts, When Used As A Substance In Hair Dye Products",11099-03-9,No,No,Yes,,(EC) 2009/1223
"Nitric Acid, Nickel Salt","13138-45-9, 14216-75-2",No,No,Yes,,(EU) 2019/831
Nitrobenzene,98-95-3,No,Yes,Yes,,(EC) 2009/1223
Nitrocresols And Their Alkali Metal Salts,12167-20-3,No,No,Yes,,(EC) 2009/1223
Nitroderivatives Of Carbazole,,No,No,Yes,,(EC) 2009/1223
Nitrofen,1836-75-5,No,Yes,Yes,,(EC) 2009/1223
Nitrofurantoin,67-20-9,No,Yes,No,,
Nitrofurantoin (Inn),67-20-9,No,No,Yes,,(EC) 2009/1223
Nitroglycerin,55-63-0,No,No,Yes,,(EC) 2009/1223
Nitrosamines E.G. Dimethylnitrosoamine,"62-75-9, 621-64-7, 1116-54-7",No,No,Yes,,(EC) 2009/1223
"Nitrosamines E.G. Dimethylnitrosoamine; Nitrosodipropylamine; 2,2'-Nitrosoimino)Bisethanol; Nitrosamine Diethyl",62-75-9/621-64-7/1116-54-7/55-18-5,No,Yes,No,,
Nitrosodipropylamine,"62-75-9, 621-64-7, 1116-54-7",No,No,Yes,,(EC) 2009/1223
"Nitrostilbenes, Their Homologues And Their Derivatives",,No,No,Yes,,(EC) 2009/1223
Nitroxoline  And Its Salts,4008-48-4,No,Yes,No,,
Nitroxoline (Inn) And Its Salts,4008-48-4,No,No,Yes,,(EC) 2009/1223
Nonadecafluorodecanoic Acid,"355-76-2, 335-76-2, 3108-42-7, 3830-45-3",Yes,No,Yes,,Ban Year: 2025 | (EU) 2019/831
Nonadecafluorodecanoic Acid [1]Ammonium Nonadecafluorodecanoate [2]Sodium Nonadecafluorodecanoate [3],335-76-2 [1]3108-42-7 [2]3830-45-3 [3],No,Yes,No,,
Nonylphenol,"25154-52-3, 84852-15-3",No,No,Yes,,(EC) 2009/1223
Nonylphenol And Nonylphenol Polyethylene Glycol Ether,25154-52-3,No,Yes,No,,"化粧品於製造過程中, 如因所需使用之原料或其他因素, 且技術上無法避免, 致含自然殘留微量時, 則其最終製品中所含壬基酚或壬基酚聚乙氧基醇之殘留量, 不得超過1000ppm. "
Noradrenaline And Its Salts,51-41-2,No,No,Yes,,(EC) 2009/1223
Noscapine  And Its Salts,128-62-1,No,Yes,No,,
Noscapine (Inn) And Its Salts,128-62-1,No,No,Yes,,(EC) 2009/1223
"O,O' -Diethyl-O-4-Nitrophenyl Phosphorothioate",56-38-2,No,Yes,No,,
"O,O'-(Ethenylmethylsilylenedi[(4-Methylpentan-2-One)Oxime]",,No,No,Yes,,(EC) 2009/1223
"O,O'-Diacetyl-N-Allyl-N-Normorphine",2748-74-5,No,No,Yes,,(EC) 2009/1223
"O,O'-Diethyl-O-4-Nitrophenyl Phosphorothioate (Parathion - Iso)",56-38-2,No,No,Yes,,(EC) 2009/1223
"O,O-Dimethyl-S-Phthalimidomethyl Phosphorodithioate",732-11-6,No,No,Yes,,(EU) 2019/1966
O-(P-Isocyanatobenzyl)Phenyl Isocyanate,"101-68-8, 2536-05-2, 5873-54-1, 26447-40-5",No,No,Yes,,(EU) 2019/831
O-Aminotoluene/M-Aminotoluene/P-Aminotoluene,95-53-4/108-44-1/106-49-0,No,Yes,No,,
O-Anisidine,90-04-0,No,Yes,Yes,,(EC) 2009/1223
O-Dianisidine Based Azo Dyes,,No,No,Yes,,(EC) 2009/1223
O-Dichlorobenzene,95-50-1,No,Yes,No,,
O-Hexyl-N-Ethoxycarbonylthiocarbamate,109202-58-6,No,No,Yes,,(EU) 2019/831
O-Isobutyl-N-Ethoxy Carbonylthiocarbamate,103122-66-3,No,No,Yes,,(EU) 2019/831
O-Phenylenediamine And Its Salts,95-54-5,Yes,Yes,Yes,,Ban Year: 2025 | (EC) 2009/1223
O-Toluidine Based Dyes,,No,Yes,Yes,,(EC) 2009/1223
Octabromo Derivate,32536-52-0,No,No,Yes,,(EC) 2009/1223
Octachloronaphthalene,2234-13-1,No,Yes,No,,
Octamoxin  And Its Salts,4684-87-1,No,Yes,No,,
Octamoxin (Inn) And Its Salts,4684-87-1,No,No,Yes,,(EC) 2009/1223
Octamylamine  And Its Salts,502-59-0,No,Yes,No,,
Octamylamine (Inn) And Its Salts,502-59-0,No,No,Yes,,(EC) 2009/1223
Octodrine  And Its Salts,543-82-8,No,Yes,No,,
Octodrine (Inn) And Its Salts,543-82-8,No,No,Yes,,(EC) 2009/1223
Oestrogens,,No,Yes,Yes,,(EC) 2009/1223
Oil From The Seeds Of Laurus Nobilis L.,84603-73-6,Yes,Yes,Yes,,Ban Year: 2027 | (EC) 2009/1223
Oleandrin,465-16-7,No,No,Yes,,(EC) 2009/1223
"Olivine, Nickel Green","12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Orthoboric Acid Sodium Salt,13840-56-7,Yes,No,No,,Ban Year: 2027
"Orthoboric Acid, Sodium Salt","12008-41-2, 12280-03-4, 10377-81-8, 68003-13-4, 12712-38-8, 1332-07-6, 12267-73-1, 13840-56-7, 1303-96-4, 12179-04-3",No,No,Yes,,(EU) 2019/1966
Oxadiargyl (Iso),39807-15-3,No,No,Yes,,(EC) 2009/1223
"Oxalic Acid, Nickel Salt","547-67-1, 20543-06-0",No,No,Yes,,(EU) 2019/831
Oxanamide  And Its Derivatives,126-93-2,No,Yes,No,,
Oxanamide (Inn) And Its Derivatives,126-93-2,No,No,Yes,,(EC) 2009/1223
"Oxiranemethanol, 4-Methylbenzene-Sulfonate, (S)-",70987-78-9,No,No,Yes,,(EC) 2009/1223
Oxpheneridine  And Its Salts,546-32-7,No,Yes,No,,
Oxpheneridine (Inn) And Its Salts,546-32-7,No,No,Yes,,(EC) 2009/1223
Oxybis[Chloromethane],542-88-1,No,No,Yes,,(EC) 2009/1223
"Oxybis[Chloromethane], Bis  Ether",542-88-1,No,Yes,No,,
P-Chloro-O-Toluidine,95-69-2,No,Yes,No,,
P-Chlorobenzotrichloride,5216-25-1,No,No,Yes,,(EC) 2009/1223
P-Hydroxyanisole,150-76-5,No,Yes,No,,
P-Phenetidine (4-Ethoxyaniline),156-43-4,No,No,Yes,,(EC) 2009/1223
P-Phenylenediamine,106-50-3,No,Yes,No,,使用於染髮產品除外. 
Paclobutrazol (Iso),76738-62-0,No,No,Yes,,(EU) 2021/1902
"Paraffin Oils (Petroleum), Catalytic Dewaxed Heavy, If They Contain > 3 % W/W Dmso Extract",64742-70-7,No,No,Yes,,(EC) 2009/1223
"Paraffin Oils (Petroleum), Catalytic Dewaxed Light, If They Contain > 3 % W/W Dmso Extract",64742-71-8,No,No,Yes,,(EC) 2009/1223
"Paraffin Oils (Petroleum), Solvent-Refined Dewaxed Heavy, If They Contain > 3 % W/W Dmso Extract",92129-09-4,No,No,Yes,,(EC) 2009/1223
"Paraffin Waxes (Coal), Brown-Coal High-Temp Tar, Clay-Treated, If They Contain > 0.005 % W/W Benzo[A]Pyrene",97926-77-7,No,No,Yes,,(EC) 2009/1223
"Paraffin Waxes (Coal), Brown-Coal High-Temp Tar, Silicic Acid-Treated, If They Contain > 0.005 % W/W Benzo[A]Pyrene",97926-78-8,No,No,Yes,,(EC) 2009/1223
"Paraffin Waxes (Coal), Brown-Coal High-Temp. Tar, Carbon-Treated, If They Contain > 0.005 % W/W Benzo[A]Pyrene",97926-76-6,No,No,Yes,,(EC) 2009/1223
"Paraffin Waxes (Coal), Brown-Coal High-Temp. Tar, Hydrotreated, If They Contain > 0.005 % W/W Benzo[A]Pyrene",92045-72-2,No,No,Yes,,(EC) 2009/1223
"Paraffin Waxes (Coal), Brown-Coal High-Temp. Tar, If They Contain > 0.005 % W/W Benzo[A]Pyrene",92045-71-1,No,No,Yes,,(EC) 2009/1223
Paraformaldehyde,30525-89-4,Yes,No,Yes,,Ban Year: 2025 | (EU) 2019/831
Paramethasone,53-33-8,No,Yes,No,,
Paramethasone (Inn),53-33-8,No,No,Yes,,(EC) 2009/1223
Parethoxycaine  And Its Salts,94-23-5,No,Yes,No,,
Parethoxycaine (Inn) And Its Salts,94-23-5,No,No,Yes,,(EC) 2009/1223
"Peg-3,2',2'-Di-P-Phenylenediamine",144644-13-3,No,No,Yes,,(EC) 2009/1223
Pelletierine And Its Salts,"2858-66-4, 4396-01-4",No,No,Yes,,(EC) 2009/1223
Pemoline  And Its Salts,2152-34-3,No,Yes,No,,
Pemoline (Inn) And Its Salts,2152-34-3,No,No,Yes,,(EC) 2009/1223
Penconazole (Iso),66246-88-6,No,No,Yes,,(EU) 2019/831
Pendimethalin (Iso),40487-42-1,No,No,Yes,,(EU) 2023/1490
Penflufen,494793-67-8,No,No,Yes,,(EU) 2021/1902
Pentabromodiphenyl Ether,32534-81-9,No,Yes,No,,
Pentachloroethane,76-01-7,No,No,Yes,,(EC) 2009/1223
Pentachloronitrobenzene,82-68-8,No,Yes,No,,
Pentachlorophenol,"87-86-5, 131-52-2, 7778-73-6",No,No,Yes,,(EC) 2009/1223
Pentachlorophenol And Its Alkali Salts,87-86-5/131-52-2/7778- 73-6,No,Yes,No,,
Pentaerithrityl Tetranitrate,78-11-5,No,Yes,No,,
Pentaerithrityl Tetranitrate (Inn),78-11-5,No,No,Yes,,(EC) 2009/1223
"Pentapotassium 2,2',2'',2''',2''''-(Ethane-1,2-Diylnitrilo)Pentaacetate",7216-95-7,No,No,Yes,,(EU) 2023/1490
Pentasodium (Carboxylatomethyl)Iminobis(Ethylenenitrilo)Tetraacetate,140-01-2,No,No,Yes,,(EU) 2023/1490
Pentasodium Pentetate (Inci),140-01-2,No,No,Yes,,(EU) 2023/1490
Pentetic Acid (Inci),67-43-6,No,No,Yes,,(EU) 2023/1490
Pentyl 4-Hydroxybenzoate (Inci: Pentylparaben),6521-29-5,No,No,Yes,,(EU) 2014/358
"Perboric Acid (H3Bo2(O2)), Monosodium Salt Trihydrate","13517-20-9, 37244-98-7, 10486-00-7, 15120-21-5, 7632-04-4, 10332-33-9, 11138-47-9, 12040-72-1, 121-43-7",No,No,Yes,,(EU) 2026/78
"Perboric Acid (Hbo(O2)), Sodium Salt, Monohydrate","13517-20-9, 37244-98-7, 10486-00-7, 15120-21-5, 7632-04-4, 10332-33-9, 11138-47-9, 12040-72-1, 121-43-7",No,No,Yes,,(EU) 2026/78
"Perboric Acid (Hbo(O2)), Sodium Salt, Tetrahydrate","13517-20-9, 37244-98-7, 10486-00-7, 15120-21-5, 7632-04-4, 10332-33-9, 11138-47-9, 12040-72-1, 121-43-7",No,No,Yes,,(EU) 2026/78
Perboric Acid Sodium Salt,11138-47-9,Yes,No,No,,Ban Year: 2027
Perboric Acid Sodium Salt Monohydrate,12040-72-1,Yes,No,No,,Ban Year: 2027
"Perboric Acid, Sodium Salt","13517-20-9, 37244-98-7, 10486-00-7, 15120-21-5, 7632-04-4, 10332-33-9, 11138-47-9, 12040-72-1, 121-43-7",No,No,Yes,,(EU) 2026/78
"Perboric Acid, Sodium Salt, Monohydrate","13517-20-9, 37244-98-7, 10486-00-7, 15120-21-5, 7632-04-4, 10332-33-9, 11138-47-9, 12040-72-1, 121-43-7",No,No,Yes,,(EU) 2026/78
"Perboric Acid, Sodium Salt, Tetrahydrate","13517-20-9, 37244-98-7, 10486-00-7, 15120-21-5, 7632-04-4, 10332-33-9, 11138-47-9, 12040-72-1, 121-43-7",No,No,Yes,,(EU) 2026/78
"Perchloric Acid, Nickel(Ii) Salt",13637-71-3,No,No,Yes,,(EU) 2019/831
Perfluoroheptanoic Acid,375-85-9,No,No,Yes,,(EU) 2023/1490
Perfluorononan-1-Oic Acid  And Its Sodium  And Ammonium  Salts,"375-95-1, 21049-39-8, 4149-60-4",No,No,Yes,,(EU) 2019/1966
Perfluorononan-1-Oic Acid [1]And Its Sodium [2]And Ammonium [3] Salts,375-95-1 [1]21049-39-8 [2]4149-60-4 [3],No,Yes,No,,
Perfluorononanoic Acid (Pfna),375-95-1,Yes,No,No,,Ban Year: 2025
Perfluorooctane Sulfonate (Pfos),1763-23-1,Yes,No,No,,Ban Year: 2025
Perfluorooctane Sulfonic Acid,"1763-23-1, 2795-39-3, 70225-14-8, 29081-56-9, 29457-72-5",No,No,Yes,,(EU) 2019/831
Perfluorooctane Sulfonic Acid; Heptadecafluorooctane-1- Sulfonic Acid [1]Potassium Perfluorooctanesulfonate; Potassium Heptadecafluorooctane-1-Sulfonate [2]Diethanolamine Perfluorooctane Sulfonate [3]Ammonium Perfluorooctane Sulfonate; Ammonium Heptadecafluorooctanesulfonate [4]Lithium Perfluorooctane Sulfonate; Lithium Heptadecafluorooctanesulfonate [5],1763-23-1 [1]2795-39-3 [2] 70225-14-8 [3]29081-56-9 [4]29457-72-5 [5],No,Yes,No,,
Perfluorooctanoic Acid,335-67-1,No,Yes,Yes,,(EU) 2019/831
Perfluorooctanoic Acid (Pfoa),335-67-1,Yes,No,No,,Ban Year: 2025
"Peru Balsam (Inci Name: Myroxylon Pereirae), When Used As A Fragrance Ingredient",8007-00-9,No,No,Yes,,(EC) 2009/1223
Petrichloral,78-12-6,No,Yes,No,,
Petrichloral (Inn),78-12-6,No,No,Yes,,(EC) 2009/1223
Petrolatum,8009-03-8,No,No,Yes,"Petrolatum, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen | Petrolatum",(EC) 2009/1223
"Petrolatum (Petroleum), Alumina-Treated, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",85029-74-9,No,No,Yes,,(EC) 2009/1223
"Petrolatum (Petroleum), Carbon-Treated, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",97862-97-0,No,No,Yes,,(EC) 2009/1223
"Petrolatum (Petroleum), Clay-Treated, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",100684-33-1,No,No,Yes,,(EC) 2009/1223
"Petrolatum (Petroleum), Hydrotreated, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",92045-77-7,No,No,Yes,,(EC) 2009/1223
"Petrolatum (Petroleum), Oxidized, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",64743-01-7,No,No,Yes,,(EC) 2009/1223
"Petrolatum (Petroleum), Silicic Acid-Treated, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",97862-98-1,No,No,Yes,,(EC) 2009/1223
Petroleum,8002-05-9,No,No,Yes,,(EC) 2009/1223
"Petroleum Gases, Liquefied, If They Contain > 0.1% W/W Butadiene",68476-85-7,No,No,Yes,,(EC) 2009/1223
"Petroleum Gases, Liquefied, Sweetened, C4 Fraction, If They Contain > 0.1% W/W Butadiene",92045-80-2,No,No,Yes,,(EC) 2009/1223
"Petroleum Gases, Liquefied, Sweetened, If They Contain > 0.1% W/W Butadiene",68476-86-8,No,No,Yes,,(EC) 2009/1223
"Petroleum Products, Refinery Gases, If They Contain > 0.1% W/W Butadiene",68607-11-4,No,No,Yes,,(EC) 2009/1223
"Petroleum, Coal, Tar And Natural Gas And Their Derivatives Generated Using Distillation And/Or Other Processing Methods If They Contain = 0,005 % W/W Benzo[A]Pyrene","90640-85-0, 92061-93-3, 90640-84-9, 61789-28-4, 70321-79-8, 122384-77-4, 70321-80-1",No,No,Yes,,(EU) 2019/831
"Petroleum, Coal, Tar And Natural Gas And Their Derivatives Generated Using Distillation And/Or Other Processing Methods If They Contain = 0,1 % W/W 1,3-Butadiene","68607-11-4, 68783-06-2, 68814-67-5, 68814-90-4, 68911-58-0, 68911-59-1, 68919-01-7, 68919-02-8, 68919-03-9, 68919-04-0, 68919-07-3, 68919-08-4, 68919-11-9, 68919-12-0, 68952-79-4, 68952-80-7, 68955-33-9, 68989-88-8, 92045-15-3, 92045-16-4, 92045-17-5, 92045-18-6, 92045-19-7, 92045-20-0, 68131-75-9, 68307-98-2, 68307-99-3, 68308-00-9, 68308-01-0, 68308-10-1, 68308-03-2, 68308-04-3, 68308-05-4, 68308-06-5, 68308-07-6, 68308-09-8, 68308-11-2, 68308-12-3, 68409-99-4, 68475-57-0, 68475-58-1, 68475-59-2, 68475-60-5, 68476-26-6, 68476-29-9, 68476-40-4, 68476-42-6, 68476-49-3, 68476-85-7, 68476-86-8, 68477-33-8, 68477-35-0, 68477-69-0, 68477-70-3, 68477-71-4, 68477-72-5, 68308-08-7",No,No,Yes,,(EU) 2019/831
