cleaned_name,cas_number,notes,region
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68955-35-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",85116-58-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",91995-18-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",93571-75-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",93572-29-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",93572-35-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",93572-36-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64741-74-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64741-83-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",67891-79-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",67891-80-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68425-29-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68475-70-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68603-00-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68603-01-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68603-03-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68955-29-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92045-65-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64742-48-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64742-49-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64742-73-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68410-96-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68410-97-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68410-98-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68512-78-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",85116-60-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",85116-61-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92045-51-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92045-52-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92045-57-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92045-61-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92062-15-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",93165-55-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",93763-33-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",93763-34-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64741-47-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64741-48-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64741-69-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64741-78-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64741-87-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64742-15-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64742-22-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64742-23-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64742-66-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64742-83-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",64742-95-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68131-49-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68477-34-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68477-50-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68477-53-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68477-55-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68477-61-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68477-89-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68478-12-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68478-16-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68513-02-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68516-20-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68527-21-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68527-22-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68527-23-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68527-26-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68603-08-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68606-10-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68783-66-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68919-39-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68921-09-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",85116-59-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",86290-81-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",90989-42-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",91995-38-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",91995-41-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",91995-68-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92045-53-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92045-60-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92045-62-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92045-63-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",92201-97-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",93165-19-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",94114-03-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",95009-23-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",97926-43-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",98219-46-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",98219-47-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",101316-56-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",101316-66-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",101316-76-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",101795-01-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",102110-14-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68476-50-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",68476-55-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene",90989-39-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,005 % w/w benzo[a]pyrene",90640-85-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,005 % w/w benzo[a]pyrene",92061-93-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,005 % w/w benzo[a]pyrene",90640-84-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,005 % w/w benzo[a]pyrene",61789-28-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,005 % w/w benzo[a]pyrene",70321-79-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,005 % w/w benzo[a]pyrene",122384-77-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,005 % w/w benzo[a]pyrene",70321-80-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",85029-51-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",84650-04-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",84989-09-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",91995-49-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",121620-47-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",121620-48-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",90640-90-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",90641-04-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",101896-27-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",101794-91-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",91995-48-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",90641-05-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",84989-12-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",121620-46-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",90640-81-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",90640-82-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",92061-92-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",91995-15-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",91995-16-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",91995-17-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",101316-87-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",122384-78-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",84988-93-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",90640-88-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",65996-83-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",90640-89-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",90641-06-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",65996-85-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",101316-86-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",92062-22-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",96690-55-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",84989-04-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",84989-05-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",84989-06-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",84989-03-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",84989-07-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",68477-23-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",68555-24-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",91079-47-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",92062-26-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",94114-29-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",90641-00-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",68513-87-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",70321-67-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",92062-29-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",100801-63-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",100801-65-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",100801-66-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",73665-18-6,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",68815-21-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",65996-86-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w benzene or if they contain = 0,005 % w/w benzo[a]pyrene",65996-84-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68607-11-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68783-06-2,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68814-67-5,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68814-90-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68911-58-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68911-59-1,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68919-01-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68919-02-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68919-03-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68919-04-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68919-07-3,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68919-08-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68919-11-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68919-12-0,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68952-79-4,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68952-80-7,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68955-33-9,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",68989-88-8,(EU) 2019/831,EU
"petroleum, coal, tar and natural gas and their derivatives generated using distillation and/or other processing methods if they contain = 0,1 % w/w 1,3-butadiene",92045-15-3,(EU) 2019/831,EU
