ID,CASRN,casregno,UID,EXP,ChemName,DEF,UVCB,FLAG,ACTIVITY
40352,68134-67-8,68134678,,,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethenylbenzene, ethenylmethylbenzene and methyl 2-methyl-2-propenoate",,,XU,INACTIVE
40353,68134-68-9,68134689,,,"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene, ethenylmethylbenzene and ethyl 2-propenoate",,,XU,INACTIVE
40354,68139-00-4,68139004,,,"1,3-Dioxane, 2,4-dimethyl-2-(4-methyl-3-penten-1-yl)-",,,,INACTIVE
40355,68139-19-5,68139195,,,"Linseed oil, polymer with dipentaerythritol, maleic anhydride, pentaerythritol, phthalic anhydride and soybean oil",,UVCB,XU,INACTIVE
40356,68139-20-8,68139208,,,"Linseed oil, polymer with ethylene glycol, pentaerythritol, phthalic anhydride, safflower oil and soybean oil",,UVCB,XU,INACTIVE
40357,68139-21-9,68139219,,,"Linseed oil, polymer with fumaric acid, phthalic anhydride, tall oil and trimethylolethane",,UVCB,XU,ACTIVE
40358,68139-22-0,68139220,,,"Linseed oil, polymer with glycerol, phthalic anhydride, trimethylolethane and tung oil",,UVCB,XU,ACTIVE
40359,68139-23-1,68139231,,,"Linseed oil, polymer with isophthalic acid, pentaerythritol and tall oil",,UVCB,XU,ACTIVE
40360,68139-24-2,68139242,,,"Linseed oil, polymer with isophthalic acid, terephthalic acid and trimethylolpropane",,UVCB,XU,ACTIVE
40361,68139-25-3,68139253,,,"Linseed oil, polymer with menhaden oil",,UVCB,XU,ACTIVE
40362,68139-26-4,68139264,,,"Linseed oil, polymer with rosin",,UVCB,XU,INACTIVE
40363,68139-27-5,68139275,,,"Resin acids and Rosin acids, calcium salts, polymers with lead resinates and sapond. linseed oil",,UVCB,XU,INACTIVE
40364,68139-28-6,68139286,,,"Oils, walnut, polymd., calcium salts",,UVCB,XU,INACTIVE
40365,68139-29-7,68139297,,,"Polyoxymethylenes, butylated",,UVCB,XU,ACTIVE
40366,68139-30-0,68139300,,,"1-Propanaminium, N-(3-aminopropyl)-2-hydroxy-N,N-dimethyl-3-sulfo-, N-coco acyl derivs., inner salts",,UVCB,,ACTIVE
40367,68139-32-2,68139322,,,"Ethanaminium, 2-amino-N-(2-aminoethyl)-N-[2-[2-(2-hydroxyethoxy)ethoxy]ethyl]-N-methyl-, N,N'-ditallow acyl derivs., Me sulfates (salts)",,UVCB,,INACTIVE
40368,68139-33-3,68139333,,,"Rosin, fumarated, polymer with pentaerythritol, ammonium salt",,UVCB,XU,INACTIVE
40369,68139-34-4,68139344,,,"Fatty acids, tall-oil, polymers with benzoic acid, p-tert-butylphenol, formaldehyde, glycerol and phthalic anhydride",,UVCB,XU,INACTIVE
40370,68139-35-5,68139355,,,"Fatty acids, tall-oil, polymers with benzoic acid, diethylene glycol, pentaerythritol and phthalic anhydride",,UVCB,XU,INACTIVE
40371,68139-36-6,68139366,,,"Fatty acids, tall-oil, polymers with benzoic acid, dipentaerythritol, pentaerythritol and phthalic anhydride",,UVCB,XU,INACTIVE
40372,68139-37-7,68139377,,,"Fatty acids, tall-oil, polymers with benzoic acid, glycerol, phthalic anhydride and tung oil",,UVCB,XU,INACTIVE
40373,68139-38-8,68139388,,,"Fatty acids, tall-oil, polymers with benzoic acid, maleic anhydride, pentaerythritol, phthalic anhydride and trimethylolethane",,UVCB,XU,ACTIVE
40374,68139-39-9,68139399,,,"Fatty acids, tall-oil, polymers with benzoic acid, pentaerythritol, phthalic anhydride, trimellitic anhydride and trimethylolethane",,UVCB,XU,ACTIVE
40375,68139-40-2,68139402,,,"Fatty acids, tall-oil, polymers with bisphenol A, epichlorohydrin and trimellitic anhydride",,UVCB,XU,INACTIVE
40376,68139-41-3,68139413,,,"Fatty acids, tall-oil, polymers with p-tert-butylbenzoic acid, glycerol, pentaerythritol and phthalic anhydride",,UVCB,XU,INACTIVE
40377,68139-42-4,68139424,,,"Fatty acids, tall-oil, polymers with C16-18 and C18-unsatd. glycerides, isophthalic acid and pentaerythritol",,UVCB,XU,INACTIVE
40378,68139-43-5,68139435,,,"Fatty acids, tall-oil, polymers with dipentaerythritol, ethylene glycol, fumaric acid, pentaerythritol, phthalic anhydride and trimethylolethane",,UVCB,XU,INACTIVE
40379,68139-44-6,68139446,,,"Fatty acids, tall-oil, polymers with dipentaerythritol, ethylene glycol, maleic anhydride, pentaerythritol and phthalic anhydride",,UVCB,XU,INACTIVE
40380,68139-45-7,68139457,,,"Fatty acids, tall-oil, polymers with dipentaerythritol, ethylene glycol, pentaerythritol and phthalic anhydride",,UVCB,XU,ACTIVE
40381,68139-46-8,68139468,,,"Fatty acids, tall-oil, polymers with dipentaerythritol, glycerol, pentaerythritol and phthalic anhydride",,UVCB,XU,ACTIVE
40382,68139-47-9,68139479,,,"Fatty acids, tall-oil, polymers with dipentaerythritol, pentaerythritol, phthalic anhydride and soybean oil",,UVCB,XU,INACTIVE
40383,68139-48-0,68139480,,,"Fatty acids, tall-oil, polymers with ethylene glycol, fumaric acid, glycerol and phthalic anhydride",,UVCB,XU,INACTIVE
40384,68139-49-1,68139491,,,"Fatty acids, tall-oil, polymers with ethylene glycol, pentaerythritol, phthalic anhydride and tall oil",,UVCB,XU,INACTIVE
40385,68139-50-4,68139504,,,"Fatty acids, tall-oil, polymers with fumaric acid, pentaerythritol, phthalic anhydride and tall oil",,UVCB,XU,INACTIVE
40386,68139-51-5,68139515,,,"Fatty acids, tall-oil, polymers with isophthalic acid, linseed oil and pentaerythritol",,UVCB,XU,INACTIVE
40387,68139-52-6,68139526,,,"Fatty acids, tall-oil, polymers with isophthalic acid, trimellitic anhydride and trimethylolethane",,UVCB,XU,INACTIVE
40388,68139-53-7,68139537,,,"Fatty acids, tall-oil, polymers with linseed oil, pentaerythritol, phthalic anhydride and soybean oil",,UVCB,XU,INACTIVE
40389,68139-54-8,68139548,,,"Fatty acids, tall-oil, polymers with maleic anhydride, phthalic anhydride and trimethylolethane",,UVCB,XU,INACTIVE
40390,68139-55-9,68139559,,,"Fatty acids, tall-oil, polymers with pentaerythritol, phthalic anhydride, trimethylolethane and 2,2,4-trimethyl-1,3-pentanediol",,UVCB,XU,INACTIVE
40391,68139-56-0,68139560,,,"Fatty acids, tall-oil, sulfated, compds. with triethanolamine",,UVCB,,INACTIVE
40392,68139-57-1,68139571,,,"Fatty acids, tallow, 1,4-cyclohexanediylbis(methylene) esters",,UVCB,,INACTIVE
40393,68139-58-2,68139582,,,"Fatty acids, tallow, 1,6-hexanediyl esters",,UVCB,,INACTIVE
40394,68139-59-3,68139593,,,"Fatty acids, tallow, hydrogenated, 1,4-cyclohexanediylbis(methylene) esters",,UVCB,,INACTIVE
40395,68139-60-6,68139606,,,"Fatty acids, tallow, hydrogenated, esters with polyethylene glycol mono-C11-15-alkyl ethers",,UVCB,XU,INACTIVE
40396,68139-61-7,68139617,,,"Fatty acids, C18-unsatd., dimers, diesters with polyethylene glycol",,UVCB,XU,ACTIVE
40397,68139-62-8,68139628,,,"Fatty acids, C18-unsatd., dimers, polymers with adipic acid and ethylenediamine",,UVCB,XU,ACTIVE
40398,68139-63-9,68139639,,,"Fatty acids, C18-unsatd., dimers, polymers with adipic acid and piperazine",,UVCB,XU,INACTIVE
40399,68139-64-0,68139640,,,"Fatty acids, C18-unsatd., dimers, polymers with adipic acid, ethylenediamine and piperazine",,UVCB,XU,ACTIVE
40400,68139-65-1,68139651,,,"Fatty acids, C18-unsatd., dimers, polymers with adipic acid, ethylenediamine, piperazine and soya fatty acids",,UVCB,XU,INACTIVE
40401,68139-66-2,68139662,,,"Fatty acids, C18-unsatd., dimers, polymers with adipic acid, ethylenediamine, piperazine and tall-oil fatty acids",,UVCB,XU,INACTIVE
40402,68139-67-3,68139673,,,"Fatty acids, C18-unsatd., dimers, polymers with adipic acid, isophthalic acid and propylene glycol",,UVCB,XU,ACTIVE
40403,68139-68-4,68139684,,,"Fatty acids, C18-unsatd., dimers, polymers with azelaic acid and ethylenediamine",,UVCB,XU,ACTIVE
40404,68139-69-5,68139695,,,"Fatty acids, C18-unsatd., dimers, polymers with azelaic acid and piperazine",,UVCB,XU,INACTIVE
40405,68139-70-8,68139708,,,"Fatty acids, C18-unsatd., dimers, polymers with azelaic acid, ethylenediamine and piperazine",,UVCB,XU,ACTIVE
40406,68139-71-9,68139719,,,"Fatty acids, C18-unsatd., dimers, polymers with azelaic acid, ethylenediamine and soya fatty acids",,UVCB,XU,INACTIVE
40407,68139-72-0,68139720,,,"Fatty acids, C18-unsatd., dimers, polymers with azelaic acid, ethylenediamine and tall-oil fatty acids",,UVCB,XU,INACTIVE
40408,68139-73-1,68139731,,,"Fatty acids, C18-unsatd., dimers, polymers with azelaic acid, ethylenediamine, 4-octyl-N-(4-octylphenyl)benzenamine, piperazine and polypropylene glycol diamine",,UVCB,XU,ACTIVE
40409,68139-74-2,68139742,,,"Fatty acids, C18-unsatd., dimers, polymers with diethylenetriamine and soya fatty acids",,UVCB,XU,INACTIVE
40410,68139-75-3,68139753,,,"Fatty acids, C18-unsatd., dimers, polymers with diethylenetriamine and tall-oil fatty acids",,UVCB,XU,ACTIVE
40411,68139-76-4,68139764,,,"Fatty acids, C18-unsatd., dimers, polymers with diethylenetriamine, ethylenediamine, lauric acid and sebacic acid",,UVCB,XU,INACTIVE
40412,68139-77-5,68139775,,,"Fatty acids, C18-unsatd., dimers, polymers with ethylenediamine and isostearic acid",,UVCB,XU,INACTIVE
40413,68139-78-6,68139786,,,"Fatty acids, C18-unsatd., dimers, polymers with ethylenediamine and sebacic acid",,UVCB,XU,ACTIVE
40414,68139-79-7,68139797,,,"Fatty acids, C18-unsatd., dimers, polymers with ethylenediamine and soya fatty acids",,UVCB,XU,ACTIVE
40415,68139-80-0,68139800,,,"Fatty acids, C18-unsatd., dimers, polymers with ethylenediamine and tall-oil fatty acids",,UVCB,XU,ACTIVE
40416,68139-81-1,68139811,,,"Fatty acids, C18-unsatd., dimers, polymers with ethylenediamine, piperazine and sebacic acid",,UVCB,XU,ACTIVE
40417,68139-82-2,68139822,,,"Fatty acids, C18-unsatd., dimers, reaction products with formaldehyde-phenol polymer glycidyl ether",,UVCB,XU,ACTIVE
40418,68139-83-3,68139833,,,"Fatty acids, C18-unsatd., dimers, polymers with piperazine and sebacic acid",,UVCB,XU,INACTIVE
40419,68139-84-4,68139844,,,"Fatty acids, C18-unsatd., dimers, polymers with soya fatty acids, tetraethylenepentamine and triethylenetetramine",,UVCB,XU,INACTIVE
40420,68139-85-5,68139855,,,"Fatty acids, soya, polymers with benzoic acid, terephthalic acid and trimethylolpropane",,UVCB,XU,INACTIVE
40421,68139-86-6,68139866,,,"Fatty acids, soya, polymers with p-tert-butylbenzoic acid, dipentaerythritol, pentaerythritol, phthalic anhydride and TDI",,UVCB,XU,INACTIVE
40422,68139-87-7,68139877,,,"Fatty acids, tall-oil, compds. with diethylenetriamine-naphthenic acid reaction products",,UVCB,,INACTIVE
40423,68139-88-8,68139888,,,"Fatty acids, tall-oil, esters with tripentaerythritol",,UVCB,,INACTIVE
40424,68139-89-9,68139899,,,"Fatty acids, tall-oil, maleated",,UVCB,,ACTIVE
40425,68139-90-2,68139902,,,"Fatty acids, coco, [tetrahydro-4-hydroxy-3,5,5-tris(hydroxymethyl)-2H-pyran-3-yl]methyl esters, ethoxylated",,UVCB,XU,INACTIVE
40426,68139-91-3,68139913,,,"Fatty acids, coco, diesters with polyethylene glycol",,UVCB,XU,ACTIVE
40427,68139-92-4,68139924,,,"Castor oil, reaction products with 2-[(2-aminoethyl)amino]ethanol and maleic anhydride",,UVCB,,INACTIVE
40428,68139-93-5,68139935,,,"Castor oil, reaction products with 2-[(2-aminoethyl)amino]ethanol",,UVCB,,ACTIVE
40429,68139-94-6,68139946,,,"Amines, tallow alkyl, dodecylbenzenesulfonates",,UVCB,,ACTIVE
40430,68139-95-7,68139957,,,"Amines, tallow alkyl, compds. with linoleic acid trimer",,UVCB,,INACTIVE
40431,68139-96-8,68139968,,,"Amides, tallow, N-[2-(4,5-dihydro-2-nortallow alkyl-1H-imidazol-1-yl)ethyl]",,UVCB,,INACTIVE
40432,68139-97-9,68139979,,,"Amides, tallow, N,N'-[[[2-[2-(2-hydroxyethoxy)ethoxy]ethyl]imino]di-2,1-ethanediyl]bis-",,UVCB,,INACTIVE
40433,68139-98-0,68139980,,,"Amides, coco, N-[2-(4,5-dihydro-2-norcoco alkyl-1H-imidazol-1-yl)ethyl]",,UVCB,,INACTIVE
40434,68139-99-1,68139991,,,"Amides, coco, N-[2-[(2-hydroxyethyl)amino]ethyl], compds. with polyethylene glycol carboxymethyl tridecyl ether",,UVCB,XU,INACTIVE
40435,68140-00-1,68140001,,,"Amides, coco, N-(hydroxyethyl)",,UVCB,,ACTIVE
40436,68140-01-2,68140012,,,"Amides, coco, N-[3-(dimethylamino)propyl]",,UVCB,,ACTIVE
40437,68140-02-3,68140023,,,"Fatty acids, C18-unsatd., dimers, polymers with diethylenetriamine, ethylenediamine, isostearic acid and sebacic acid",,UVCB,XU,ACTIVE
40438,68140-03-4,68140034,,,"Rosin, maleated, polymer with p-tert-butylphenol, formaldehyde, glycerol and pentaerythritol",,UVCB,XU,ACTIVE
40439,68140-04-5,68140045,,,"Polyphosphoric acids, esters with .alpha.,.alpha.',.alpha.''-(nitrilotri-2,1-ethanediyl)tris[.omega.-hydroxypoly(oxy-1,2-ethanediyl)]",,UVCB,XU,INACTIVE
40440,68140-05-6,68140056,,,"Polyphosphoric acids, esters with .alpha.,.alpha.',.alpha.''-(nitrilotri-2,1-ethanediyl)tris[.omega.-hydroxypoly(oxy-1,2-ethanediyl)], compds. with ethanolamine",,UVCB,XU,INACTIVE
40441,68140-06-7,68140067,,,"Soybean oil, polymer with phthalic anhydride and trimethylolethane",,UVCB,XU,INACTIVE
40442,68140-07-8,68140078,,,"Fatty acids, tall-oil, polymers with benzoic acid, ethylene glycol, pentaerythritol and phthalic anhydride",,UVCB,XU,ACTIVE
40443,68140-08-9,68140089,,,"Amides, tallow, N,N-bis(hydroxyethyl)",,UVCB,,ACTIVE
40444,68140-09-0,68140090,,,"Alkenes, ethylene-manuf.-by-product dicyclopentadiene-conc., polymers with steam-cracked petroleum distillates, reaction products with steam-cracked petroleum distillate polymers",,UVCB,XU,INACTIVE
40445,68140-10-3,68140103,,,"Sulfuric acid, monotallow alkyl esters, sodium salts",,UVCB,,INACTIVE
40446,68140-11-4,68140114,,,"1H-Imidazole-1-ethanamine, 4,5-dihydro-, 2-nortall-oil alkyl derivs., acetates",,UVCB,,ACTIVE
40447,68140-12-5,68140125,,,"Tall oil, polymer with ethanolamine and formaldehyde",,UVCB,XU,INACTIVE
40448,68140-13-6,68140136,,,"Tall oil, polymer with glycerol, oleic acid, pentaerythritol and phthalic anhydride",,UVCB,XU,INACTIVE
40449,68140-14-7,68140147,,,"Tall oil, reaction products with diethylenetriamine",,UVCB,,ACTIVE
40450,68140-15-8,68140158,,,"Tall oil, sulfonated, sodium salt",,UVCB,,INACTIVE
40451,68140-16-9,68140169,,,"Tall-oil pitch, sodium salt",,UVCB,,ACTIVE
40452,68140-18-1,68140181,,,"Thiols, C4-10, .gamma.-.omega.-perfluoro",,UVCB,S,ACTIVE
40453,68140-19-2,68140192,,,"Thiols, C4-20, .gamma.-.omega.-perfluoro",,UVCB,S,INACTIVE
40454,68140-20-5,68140205,,,"Thiols, C6-12, .gamma.-.omega.-perfluoro",,UVCB,S,ACTIVE
40455,68140-21-6,68140216,,,"Thiols, C10-20, .gamma.-.omega.-perfluoro",,UVCB,S,ACTIVE
40456,68140-22-7,68140227,,,"Turpentine, oil, sulfurized",,UVCB,,ACTIVE
40457,68140-24-9,68140249,,,"Sulfuric acid, diethyl ester, compd. with 2-(heptadecen-1-yl)-4,5-dihydro-1H-imidazole-1-ethanamine (1:1)",,,,INACTIVE
40458,68140-25-0,68140250,,,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-[[(3-isocyanatomethylphenyl)amino]carbonyl]-.omega.-hydroxy-",,,XU,INACTIVE
40459,68140-26-1,68140261,,,"5H-Tetrazol-5-one, 1,4-dihydro-1-phenyl-4-(trimethylsilyl)-",,,,INACTIVE
40460,68140-27-2,68140272,,,"Hexanedioic acid, polymer with 2,5-furandione, 2,2'-oxybis[ethanol], oxybis[propanol] and 1,2-propanediol",,,XU,ACTIVE
40461,68140-29-4,68140294,,,"Morpholine, compd. with [(9Z)-1-oxo-9-octadecen-1-yl]-.omega.-(carboxymethoxy)poly(oxy-1,2-ethanediyl)",,,XU,INACTIVE
40462,68140-30-7,68140307,,,"2,4-Imidazolidinedione, 5,5-dimethyl-, polymer with 2-(chloromethyl)oxirane and 2-methyloxirane",,,XU,INACTIVE
40463,68140-31-8,68140318,,,"Cuprate(3-), [.mu.-[3-[2-[3,3'-di(hydroxy-.kappa.O)-4'-[2-[2-(hydroxy-.kappa.O)-8-hydroxy-6-sulfo-1-naphthalenyl]diazenyl-.kappa.N1][1,1'-biphenyl]-4-yl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)-5-hydroxy-2,7-naphthalenedisulfonato(7-)]]di-, sodium (1:3)",,,,INACTIVE
40464,68140-32-9,68140329,,,"Cuprate(3-), [.mu.-[4-[2-[3,3'-di(hydroxy-.kappa.O)-4'-[2-[1-(hydroxy-.kappa.O)-4-sulfo-2-naphthalenyl]diazenyl-.kappa.N1][1,1'-biphenyl]-4-yl]diazenyl-.kappa.N1]-3-(hydroxy-.kappa.O)-2,7-naphthalenedisulfonato(7-)]]di-, sodium (1:3)",,,,INACTIVE
40465,68140-33-0,68140330,,,"Borate(1-), tetrakis(4-fluorophenyl)-, lithium (1:1)",,,,INACTIVE
40466,68140-34-1,68140341,,,"Cuprate(4-), [.mu.-[4-amino-6-[2-[4'-[2-(1-(hydroxy-.kappa.O)-8-hydroxy-3,6-disulfo-2-naphthalenyl)diazenyl-.kappa.N1]-3,3'-di(hydroxy-.kappa.O)[1,1'-biphenyl]-4-yl]diazenyl-.kappa.N1]-5-(hydroxy-.kappa.O)-1,3-naphthalenedisulfonato(8-)]]di-, sodium (1:4)",,,,INACTIVE
40467,68140-35-2,68140352,,,"Cuprate(4-), [.mu.-[4-amino-6-[2-[3,3'-di(hydroxy-.kappa.O)-4'-[2-[2-(hydroxy-.kappa.O)-3,6-disulfo-1-naphthalenyl]diazenyl-.kappa.N1][1,1'-biphenyl]-4-yl]diazenyl-.kappa.N1]-5-(hydroxy-.kappa.O)-1,3-naphthalenedisulfonato(8-)]]di-, sodium (1:4)",,,,INACTIVE
40468,68140-36-3,68140363,,,"Cuprate(4-), [.mu.-[5-amino-3-[2-[3,3'-di(hydroxy-.kappa.O)-4'-[2-[2-(hydroxy-.kappa.O)-3,6-disulfo-1-naphthalenyl]diazenyl-.kappa.N1][1,1'-biphenyl]-4-yl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)-2,7-naphthalenedisulfonato(8-)]]di-, sodium (1:4)",,,,INACTIVE
40469,68140-37-4,68140374,,,"Cuprate(3-), [.mu.-[4-[2-[3,3'-di(hydroxy-.kappa.O)-4'-[2-[1-(hydroxy-.kappa.O)-6-(phenylamino)-3-sulfo-2-naphthalenyl]diazenyl-.kappa.N1][1,1'-biphenyl]-4-yl]diazenyl-.kappa.N1]-3-(hydroxy-.kappa.O)-2,7-naphthalenedisulfonato(7-)]]di-, sodium (1:3)",,,,ACTIVE
40470,68140-38-5,68140385,,,"Phenol, 4,4'-(1-methylethylidene)bis-, polymer with 2-(chloromethyl)oxirane, 2-ethyloxirane and oxirane",,,XU,INACTIVE
40471,68140-39-6,68140396,,,"Formaldehyde, polymer with 2-(chloromethyl)oxirane, 4,4'-(1-methylethylidene)bis[phenol], 2-methyloxirane, 2-methyloxirane polymer with oxirane ether with 1,2,3-propanetriol (3:1), nonylphenol and oxirane",,,XU,INACTIVE
40472,68140-40-9,68140409,,,"Glycine, N-methyl-N-[(9Z)-1-oxo-9-octadecen-1-yl]-, compd. with 2-amino-2-methyl-1-propanol (1:1)",,,,ACTIVE
40473,68140-41-0,68140410,,,"9-Octadecenoic acid (9Z)-, compd. with 2-amino-2-methyl-1-propanol (1:1)",,,,ACTIVE
40474,68140-42-1,68140421,,,"10-Oxa-2,5-diaza-9-silaundecan-1-ol, 2,5-bis(hydroxymethyl)-9,9-dimethoxy-",,,,INACTIVE
40475,68140-43-2,68140432,,,"Phenol, 3-[2-(acetyloxy)ethoxy]-",,,,INACTIVE
40476,68140-44-3,68140443,,,"2,6-Octadiene, 1,1'-[(2,2,2-trichloroethylidene)bis(oxy)]bis[3,7-dimethyl-, (2E,2'E)-",,,,INACTIVE
40477,68140-45-4,68140454,,,"Ethanol, 2,2',2''-nitrilotris-, 1,1',1''-tris(dihydrogen phosphate)",,,,ACTIVE
40478,68140-46-5,68140465,,,"Butanedioic acid, 2-(1-dodecen-1-yl)-, 4-tridecyl ester",,,,INACTIVE
40479,68140-47-6,68140476,,,"Benzeneacetic acid, compd. with isoquinoline (1:1)",,,,INACTIVE
40480,68140-48-7,68140487,,,"Ethanone, 1-[2,3-dihydro-1,1,2,6-tetramethyl-3-(1-methylethyl)-1H-inden-5-yl]-",,,,ACTIVE
40481,68140-49-8,68140498,,,"3-Butenal, 2,3-dimethyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-",,,,INACTIVE
40482,68140-50-1,68140501,,,"Carbonic acid, ethyl 2-methyl-4-oxo-4H-pyran-3-yl ester",,,,INACTIVE
40483,68140-51-2,68140512,,,"1,3-Dioxolane, 2-(2,6-dimethyl-1,5-heptadien-1-yl)-4,5-dimethyl-",,,,INACTIVE
40484,68140-52-3,68140523,,,"Benzene, 1,1'-[(3,7-dimethyl-6-octen-1-ylidene)bis(oxy-2,1-ethanediyl)]bis-",,,,INACTIVE
40485,68140-53-4,68140534,,,"4,7-Methano-1H-indene-2-carboxylic acid, octahydro-, ethyl ester",,,,ACTIVE
40486,68140-54-5,68140545,,,"3-Cyclohexene-1-carboxaldehyde, 3,5-dimethyl-6-propyl-",,,,INACTIVE
40487,68140-55-6,68140556,,,"Hexanoic acid, 3-methylphenyl ester",,,,INACTIVE
40488,68140-56-7,68140567,,,"4,7-Methano-1H-indene-5-carboxylic acid, octahydro-, ethyl ester",,,,INACTIVE
40489,68140-57-8,68140578,,,"Benzoic acid, 2-[[4-(6,6-dimethyl-2-cyclohexen-1-yl)-2-methyl-3-buten-1-ylidene]amino]-, methyl ester",,,,INACTIVE
40490,68140-58-9,68140589,,,"3-Cyclohexene-1-carboxaldehyde, 2,4,6-trimethyl-1-(2-propen-1-yl)-",,,,INACTIVE
40491,68140-59-0,68140590,,,"3-Cyclohexene-1-carboxaldehyde, 1-methyl-2-(1-methylethenyl)-",,,,INACTIVE
40492,68140-60-3,68140603,,,"3,4-Octadienal, 2-butyl-2-ethyl-5,7-dimethyl-",,,,INACTIVE
40493,68140-61-4,68140614,,,"Hexanedioic acid, polymer with 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid, 2,2-dimethyl-1,3-propanediol and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
40494,68140-62-5,68140625,,,"4-Cyclohexene-1,2-dicarboxylic acid, polymer with 2,5-furandione, 1,3-isobenzofurandione and 2-methyl-1,3-butadiene",,,XU,INACTIVE
40495,68140-63-6,68140636,,,"9,12-Octadecadienoic acid (9Z,12Z)-, dimer, compd. with N1-(2-aminoethyl)-1,2-ethanediamine dodecylbenzenesulfonate (1:?:?)",,,,INACTIVE
40496,68140-64-7,68140647,,,"Butanedioic acid, 2-methylene-, polymer with N1-(2-aminoethyl)-1,2-ethanediamine, N1,N2-bis(2-aminoethyl)-1,2-ethanediamine, 2-(chloromethyl)oxirane, formaldehyde and urea",,,XU,INACTIVE
40497,68140-65-8,68140658,,,"1,3-Benzenedicarboxylic acid, polymer with 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid, 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid and 1,2-propanediol",,,XU,INACTIVE
40498,68140-66-9,68140669,,,"1,3-Benzenedicarboxylic acid, polymer with N1-(2-aminoethyl)-1,2-ethanediamine, N1,N2-bis(2-aminoethyl)-1,2-ethanediamine and 2-(chloromethyl)oxirane",,,XU,INACTIVE
40499,68140-67-0,68140670,,,"Formaldehyde, polymer with 1,1-bis(ethenyloxy)butane and phenol",,,XU,INACTIVE
40500,68140-68-1,68140681,,,"2,5-Furandione, polymer with 2,2-bis(bromomethyl)-1,3-propanediol and oxybis[propanol]",,,XU,INACTIVE
40501,68140-69-2,68140692,,,"Pentanedioic acid, 1,5-dimethyl ester, polymer with 1,2-ethanediol, 2,5-furandione, 1,3-isobenzofurandione and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
40502,68140-70-5,68140705,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 1,3-dihydro-1,3-dioxo-5-isobenzofurancarboxylic acid, 1,4-dimethyl butanedioate, 1,6-dimethyl hexanedioate, 1,5-dimethyl pentanedioate and 2,2,4-trimethyl-1,3-pentanediol",,,XU,INACTIVE
40503,68140-71-6,68140716,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 1,4-dimethyl butanedioate, 1,6-dimethyl hexanedioate, 1,5-dimethyl pentanedioate, 2,2-dimethyl-1,3-propanediol and 2,2,4-trimethyl-1,3-pentanediol",,,XU,INACTIVE
40504,68140-72-7,68140727,,,"1,3-Butanediol, polymer with .alpha.-hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)], 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and .alpha.,.alpha.',.alpha.''-1,2,3-propanetriyltris[.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]]",,,XU,INACTIVE
40505,68140-73-8,68140738,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 2,5-furandione, 2,2'-oxybis[ethanol] and oxybis[propanol]",,,XU,ACTIVE
40506,68140-74-9,68140749,,,"Formaldehyde, polymer with 2-(chloromethyl)oxirane, 4-(1,1-dimethylethyl)phenol, 4-(1,1-dimethylpropyl)phenol, 4,4'-(1-methylethylidene)bis[phenol], 2-methyloxirane, 4-nonylphenol and oxirane",,,XU,INACTIVE
40507,68140-75-0,68140750,,,"2-Propanol, 1,1'-(methylimino)bis[3-chloro-",,,,INACTIVE
40508,68140-76-1,68140761,,,"2-Propanol, 1,1'-(methylimino)bis[3-chloro-, polymer with N1,N1,N2,N2-tetramethyl-1,2-ethanediamine",,,XU,ACTIVE
40509,68140-77-2,68140772,,,"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.',.alpha.'',.alpha.'''-[1,4-phenylenebis[methylene(octadecylnitrilio)di-2,1-ethanediyl]]tetrakis[.omega.-hydroxy-, chloride (1:2)",,,XU,ACTIVE
40510,68140-78-3,68140783,,,"1,3-Isobenzofurandione, 3a,4,7,7a-tetrahydro-, polymer with 2,5-furandione and 2-methyl-1,3-butadiene",,,XU,INACTIVE
40511,68140-79-4,68140794,,,"3H-Indolium, 2-[2-[4-[(2-hydroxyethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-, chloride (1:1)",,,,INACTIVE
40512,68140-80-7,68140807,,,"Octadecanamide, N-(2-hydroxyethyl)-N-[2-[(1-oxooctadecyl)amino]ethyl]-, phosphate (1:1)",,,,INACTIVE
