ID,CASRN,casregno,UID,EXP,ChemName,DEF,UVCB,FLAG,ACTIVITY
48250,71832-72-9,71832729,,,"2,7-Naphthalenedisulfonic acid, 3,3'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)-2,1-diazenediyl]]bis[5-(ethylamino)-4-hydroxy-, compd.with 2,2',2''-nitrilotris[ethanol] (1:6)",,,,INACTIVE
48251,71832-73-0,71832730,,,"Glycine, N-methyl-N-(1-oxo-9-octadecen-1-yl)-, ammonium salt (1:1)",,,,ACTIVE
48252,71832-74-1,71832741,,,"13-Octadecen-3-yn-1-ol, 1-acetate, (13Z)-",,,,INACTIVE
48253,71832-75-2,71832752,,,"Isodecanol, titanium(4+) salt (4:1)",,,,INACTIVE
48254,71832-76-3,71832763,,,"2-Naphthalenol, octahydro-2,5,5-trimethyl-",,,,ACTIVE
48255,71832-77-4,71832774,,,"1,3,6-Trioxocane, 2-[(hexyloxy)methyl]dimethyl-",,,,INACTIVE
48256,71832-78-5,71832785,,,"3-Cyclohexene-1-carboxaldehyde, 1,2,4(or 1,3,5)-trimethyl-",,,,INACTIVE
55424,71832-80-9,71832809,,,"Naphthalenesulfonic acid, polymer with dodecylbenzenesulfonic acid and formaldehyde, sodium salt",,,XU,INACTIVE
55425,71832-81-0,71832810,,,"Benzenesulfonic acid, hydroxy-, sodium salt (1:1), polymer with formaldehyde and 4,4'-sulfonylbis[phenol]",,,XU,ACTIVE
55426,71832-82-1,71832821,,,"2-Naphthalenol, 1,1'-[6-(1-pyrenyl)-1,3,5-triazine-2,4-diyl]bis-",,,,INACTIVE
55427,71832-83-2,71832832,,,"2-Naphthalenecarboxylic acid, 4-[2-(5-chloro-4-methyl-2-sulfophenyl)diazenyl]-3-hydroxy-, magnesium salt (1:1)",,,,ACTIVE
55428,71832-84-3,71832843,,,"Benzoic acid, 3,3'-[(2-chloro-5-methyl-1,4-phenylene)bis[iminocarbonyl(2-hydroxy-3,1-naphthalenediyl)-2,1-diazenediyl]]bis[4-methyl-, 1,1'-bis(1-methylethyl) ester",,,,INACTIVE
55429,71832-85-4,71832854,,,"Benzenesulfonic acid, 4-[2-[1-[[(2-chlorophenyl)amino]carbonyl]-2-oxopropyl]diazenyl]-3-nitro-, calcium salt (2:1)",,,,ACTIVE
55430,71832-86-5,71832865,,,"1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-, polymer with 1,3-diisocyanatomethylbenzene, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl) and 1,1'-methylenebis[4-isocyanatocyclohexane]",,,XU,INACTIVE
55431,71836-03-8,71836038,,,"Benzenesulfonamide, N,N'-dithiobis[N-methyl-",,,PMN,INACTIVE
55432,71838-68-1,71838681,,,C.I. Leuco Sulphur Brown 26,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 53090.",,PMN,ACTIVE
55433,71839-38-8,71839388,,,"Heptanoic acid, ester with 2,2,4-trimethyl-1,3-pentanediol",,,,INACTIVE
55434,71839-39-9,71839399,,,"2-Furanmethanol, tetrahydro-, phosphate",,,,INACTIVE
55435,71839-40-2,71839402,,,"Nonanoic acid, ester with 2,2,4-trimethyl-1,3-pentanediol",,,,INACTIVE
55436,71839-41-3,71839413,,,"Isooctadecanoic acid, ester with 2-amino-2-(hydroxymethyl)-1,3-propanediol",,,,INACTIVE
55437,71839-42-4,71839424,,,"9-Octadecenoic acid (9Z)-, 2-(hydroxymethyl)-2-[[[(9Z)-1-oxo-9-octadecen-1-yl]oxy]methyl]-1,3-propanediyl ester, ester with boric acid (H3BO3)",,,,INACTIVE
55438,71839-43-5,71839435,,,"9-Octadecen-1-ol, (9Z)-, ester with boric acid (H3BO3)",,,,INACTIVE
55439,71839-44-6,71839446,,,"1H,3H-Benzo[1,2-c:4,5-c']difuran-1,3,5,7-tetrone, polymer with 4,4'-oxybis[benzenamine], 2-(2-methyl-1-oxopropoxy)ethyl ester",,,XU,INACTIVE
55440,71839-45-7,71839457,,,"Guar gum, carboxymethyl 2-hydroxy-3-(trimethylammonio)propyl ether, chloride, sodium salt",,,XU,INACTIVE
55441,71839-46-8,71839468,,,"1,4-Benzenedicarboxylic acid, polymer with 2,2-bis(hydroxymethyl)-1,3-propanediol and 1,2-ethanediol, octadecanoate",,,XU,INACTIVE
55442,71839-47-9,71839479,,,"9-Octadecenoic acid (9Z)-, mixed esters with boric acid (H3BO3), nonanoic acid and trimethylolpropane",,UVCB,,INACTIVE
55443,71839-48-0,71839480,,,"9-Octadecenoic acid (9Z)-, mixed esters with boric acid (H3BO3), nonanoic acid and pentaerythritol",,UVCB,,INACTIVE
55444,71839-49-1,71839491,,,"2-Propenoic acid, polymer with ethenylbenzene and N-(hydroxymethyl)-2-propenamide, compd. with 2-(dimethylamino)ethanol",,,XU,INACTIVE
55445,71839-50-4,71839504,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-cyclohexanedimethanol, 2,5-furandione and 1,2-propanediol",,,XU,INACTIVE
55446,71839-51-5,71839515,,,"Hexanedioic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,6-hexanediol, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and 1,1'-methylenebis[4-isocyanatocyclohexane]",,,XU,INACTIVE
55447,71839-53-7,71839537,,,"Hexanedioic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,6-hexanediol, 3-hydroxy-2,2-dimethylpropyl 3-hydroxy-2,2-dimethylpropanoate, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and 1,1'-methylenebis[4-isocyanatocyclohexane], compd. with 2-(dimethylamino)ethanol",,,XU,INACTIVE
55448,71839-54-8,71839548,,,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid and 1,1'-methylenebis[4-isocyanatocyclohexane], compd. with 2-(dimethylamino)ethanol",,,XU,INACTIVE
55449,71839-55-9,71839559,,,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid and 1,1'-methylenebis[4-isocyanatocyclohexane], compd. with 2-amino-2-methyl-1-propanol",,,XU,INACTIVE
55450,71839-56-0,71839560,,,"1,3-Propanediol, 2-(hydroxymethyl)-2-methyl-, polymer with 2-[(2-propen-1-yloxy)methyl]oxirane",,,XU,INACTIVE
55451,71839-57-1,71839571,,,"2-Propenoic acid, 2-hydroxyethyl ester, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 2-mercaptoacetic acid, 1,1'-methylenebis[4-isocyanatocyclohexane], 2-oxepanone and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
55452,71839-59-3,71839593,,,"Hexanedioic acid, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,6-hexanediol, 3-hydroxy-2,2-dimethylpropyl 3-hydroxy-2,2-dimethylpropanoate, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,1'-methylenebis[4-isocyanatocyclohexane] and 2,2'-oxybis[ethanol], compd. with 2-amino-2-methyl-1-propanol",,,XU,INACTIVE
55453,71839-60-6,71839606,,,"Propanoic acid, 3-hydroxy-2,2-dimethyl-, 3-hydroxy-2,2-dimethylpropyl ester, polymer with hexahydro-1,3-isobenzofurandione",,,XU,ACTIVE
55454,71839-61-7,71839617,,,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and hexanedioic acid, compd. with 2-(dimethylamino)ethanol",,,XU,INACTIVE
55455,71839-62-8,71839628,,,"Decanedioic acid, polymer with 1,4-butanediol, 2,2-dimethyl-1,3-propanediol, hexanedioic acid, 1,6-hexanediol and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
55456,71839-63-9,71839639,,,"Decanedioic acid, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine, 1,4-butanediol, 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid, 1,6-hexanediol, 1,1'-methylenebis[4-isocyanatocyclohexane] and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
55457,71839-64-0,71839640,,,"Hexanedioic acid, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,6-hexanediol, 3-hydroxy-2,2-dimethylpropyl 3-hydroxy-2,2-dimethylpropanoate, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,1'-methylenebis[4-isocyanatocyclohexane] and 2,2'-oxybis[ethanol], compd. with 2-(dimethylamino)ethanol",,,XU,INACTIVE
55458,71839-65-1,71839651,,,"Decanedioic acid, polymer with 1,4-butanediol, 2,2-dimethyl-1,3-propanediol, hexanedioic acid, 1,6-hexanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,1'-methylenebis[4-isocyanatocyclohexane] and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
55459,71839-66-2,71839662,,,"2-Propenoic acid, 2-methyl-, 2-methylpropyl ester, polymer with 2-ethylhexyl 2-propenoate and 2-hydroxyethyl 2-propenoate",,,XU,INACTIVE
55460,71839-67-3,71839673,,,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with N-(butoxymethyl)-2-propenamide, butyl 2-propenoate, ethenylbenzene and 2-propenoic acid, compd. with 2-(dimethylamino)ethanol",,,XU,INACTIVE
55461,71839-68-4,71839684,,,"2-Propenoic acid, 2-hydroxyethyl ester, polymer with 4-hydroxy-N-(2-hydroxyethyl)-N-methylbutanamide, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, 2-oxepanone and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
55462,71839-69-5,71839695,,,"1,3-Benzenedicarboxylic acid, polymer with 1,3-diisocyanatomethylbenzene, 2,2-dimethyl-1,3-propanediol and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
55463,71839-70-8,71839708,,,"1,3-Benzenedicarboxylic acid, polymer with 1,3-diisocyanatomethylbenzene, 2,2-dimethyl-1,3-propanediol and 1,2-ethanediol",,,XU,INACTIVE
55464,71839-71-9,71839719,,,"Hexanedioic acid, polymer with 4-amino-.alpha.,.alpha.,4-trimethylcyclohexanemethanamine, butanediol, 1,6-hexanediol and 1,1'-methylenebis[4-isocyanatocyclohexane]",,,XU,INACTIVE
55465,71839-72-0,71839720,,,"2-Propenoic acid, 2-hydroxyethyl ester, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl), 4-hydroxy-N-(2-hydroxyethyl)-N-methylbutanamide and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",,,XU,ACTIVE
55466,71839-74-2,71839742,,,"Cobaltate(1-), bis[3-[2-[4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1-phenyl-1H-pyrazol-4-yl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)-N-(1-methylethyl)benzenesulfonamidato(2-)]-, hydrogen, compd. with 2-propanamine (1:1:1)",,,,INACTIVE
55467,71839-76-4,71839764,,,"Cobaltate(1-), bis[N-[7-(hydroxy-.kappa.O)-8-[2-[2-(hydroxy-.kappa.O)-5-[(methylamino)sulfonyl]phenyl]diazenyl-.kappa.N1]-1-naphthalenyl]acetamidato(2-)]-, hydrogen, compd. with 2-propanamine (1:1:1)",,,,INACTIVE
55468,71839-77-5,71839775,,,"Chromate(1-), bis[3-[4-[2-[5-(1,1-dimethylpropyl)-2-(hydroxy-.kappa.O)-3-nitrophenyl]diazenyl-.kappa.N1]-4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1H-pyrazol-1-yl]benzenesulfonamidato(2-)]-, sodium (1:1)",,,,ACTIVE
55469,71839-79-7,71839797,,,"Chromate(1-), bis[3-[2-[1-(3-chlorophenyl)-4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1H-pyrazol-4-yl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)benzenesulfonamidato(2-)]-, hydrogen, compd. with 1,6-hexanediamine (1:1:1)",,,,INACTIVE
55470,71839-80-0,71839800,,,"Chromate(1-), bis[4-(hydroxy-.kappa.O)-3-[2-[2-(hydroxy-.kappa.O)-1-naphthalenyl]diazenyl-.kappa.N1]-N-(3-methoxypropyl)benzenesulfonamidato(2-)]-, sodium (1:1)",,,,ACTIVE
55471,71839-81-1,71839811,,,"Chromate(1-), bis[3-[2-[1-(3-chlorophenyl)-4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1H-pyrazol-4-yl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)-N-methylbenzenesulfonamidato(2-)]-, sodium (1:1)",,,,ACTIVE
55472,71839-83-3,71839833,,,"Chromate(1-), bis[3-[4-[2-[5-chloro-2-(hydroxy-.kappa.O)-3-nitrophenyl]diazenyl-.kappa.N1]-4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1H-pyrazol-1-yl]-N-(2-hydroxyethyl)benzenesulfonamidato(2-)]-, hydrogen, compd. with N-cyclohexylcyclohexanamine (1:1:1)",,,,INACTIVE
55473,71839-84-4,71839844,,,"Cobaltate(1-), bis[4-(hydroxy-.kappa.O)-3-[2-[2-(hydroxy-.kappa.O)-1-naphthalenyl]diazenyl-.kappa.N1]benzenesulfonamidato(2-)]-, hydrogen, compd. with 2-propanamine (1:1:1)",,,,INACTIVE
55474,71839-85-5,71839855,,,"Chromate(1-), bis[methyl N-[7-(hydroxy-.kappa.O)-8-[2-[2-(hydroxy-.kappa.O)-5-(methylsulfonyl)phenyl]diazenyl-.kappa.N1]-1-naphthalenyl]carbamato(2-)]-, sodium (1:1)",,,,ACTIVE
55475,71839-87-7,71839877,,,"Cobaltate(1-), bis[2-chloro-5-(hydroxy-.kappa.O)-4-[2-[2-(hydroxy-.kappa.O)-1-naphthalenyl]diazenyl-.kappa.N1]-N-methylbenzenesulfonamidato(2-)]-, hydrogen, compd. with cyclohexanamine (1:1:1)",,,,INACTIVE
55476,71839-88-8,71839888,,,"Cobaltate(1-), bis[2,4-dihydro-4-[2-[2-(hydroxy-.kappa.O)-5-nitrophenyl]diazenyl-.kappa.N1]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)-.kappa.O3]-, sodium (1:1)",,,,ACTIVE
55477,71839-90-2,71839902,,,"Chromate(1-), bis[N-[7-(hydroxy-.kappa.O)-8-[2-[2-(hydroxy-.kappa.O)-5-nitrophenyl]diazenyl-.kappa.N1]-1-naphthalenyl]acetamidato(2-)]-, hydrogen, compd. with N-cyclohexylcyclohexanamine (1:1:1)",,,,ACTIVE
55478,71839-91-3,71839913,,,"Chromate(1-), bis[2,4-dihydro-4-[2-[2-(hydroxy-.kappa.O)-5-(methylsulfonyl)-4-nitrophenyl]diazenyl-.kappa.N1]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)-.kappa.O3]-, sodium (1:1)",,,,ACTIVE
55479,71850-58-3,71850583,,,"Phenoxazin-5-ium, 3,7-bis(diethylamino)-1-ethoxy-, methanesulfonate (1:1)",,,,INACTIVE
55480,71850-60-7,71850607,,,"2H-Pyran, 2-(3,3-dimethylbicyclo[2.2.1]hept-2-yl)tetrahydro-4,6-dimethyl-, didehydro deriv.",,,,INACTIVE
55481,71850-61-8,71850618,,,"Benzenesulfonamide, 3,3'-[(9,10-dihydro-9,10-dioxo-1,4-anthracenediyl)diimino]bis[2,4,6-trimethyl-N-phenyl-",,,,INACTIVE
55482,71850-62-9,71850629,,,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-methyl-2-propenoate, 4-ethenylpyridine, ethyl 2-propenoate, methyl 2-methyl-2-propenoate and 2-propenoic acid",,,XU,INACTIVE
55483,71850-63-0,71850630,,,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-methyl-2-propenoate, 4-ethenylpyridine, ethyl 2-propenoate, methyl 2-methyl-2-propenoate and 2-propenoic acid, ammonium salt",,,XU,INACTIVE
55484,71850-64-1,71850641,,,"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzene, ethyl 2-propenoate, N-(hydroxymethyl)-2-propenamide and 2-propenenitrile, ammonium salt",,,XU,INACTIVE
55485,71850-65-2,71850652,,,"2-Propenoic acid, polymer with ethyl 2-propenoate, N-(hydroxymethyl)-2-propenamide and 2-propenenitrile, ammonium salt",,,XU,INACTIVE
55486,71850-66-3,71850663,,,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethyl 2-propenoate and 2-propenoic acid, ammonium salt",,,XU,INACTIVE
55487,71850-67-4,71850674,,,"2-Propenoic acid, 2-methyl-, polymer with 2-propenoic acid, calcium sodium salt",,,XU,INACTIVE
55488,71850-68-5,71850685,,,"2-Propenoic acid, 2-methyl-, polymer with 2-propenoic acid, sodium zinc salt",,,XU,INACTIVE
55489,71850-69-6,71850696,,,"2-Propenoic acid, 2-methyl-, polymer with 2-propenoic acid, aluminum sodium salt",,,XU,INACTIVE
55490,71850-70-9,71850709,,,"Ethanaminium, 2-amino-N-[2-[[(2Z)-3-carboxy-1-oxo-2-propen-1-yl]oxy]ethyl]-N,N-dimethyl-2-oxo-, dodecyl sulfate (1:1), polymer with 2-ethylhexyl 2-propenoate, ethyl 2-propenoate, methyl 2-propenoate, and 2-propenoic acid",,,XU,INACTIVE
55491,71850-71-0,71850710,,,"2-Butenoic acid, 4-[(dibutoxystibino)oxy]-4-oxo-, butyl ester, (2Z)-",,,,INACTIVE
55492,71850-72-1,71850721,,,"5,7,12-Trioxa-6-stibahexadeca-2,9-dienoic acid, 6-[[(2Z)-4-butoxy-1,4-dioxo-2-buten-1-yl]oxy]-4,8,11-trioxo-, butyl ester, (2Z,9Z)-",,,,INACTIVE
55493,71850-73-2,71850732,,,"Methanone, [4-(ethoxymethyl)phenyl]phenyl-",,,,INACTIVE
55494,71850-74-3,71850743,,,"Pentanoic acid, 3-[2,2-dimethyl-1-oxo-3-[(1-oxopentyl)oxy]propoxy]-2,2-dimethylpropyl ester",,,,INACTIVE
55495,71850-75-4,71850754,,,"Phosphonic acid, dieicosyl ester",,,,INACTIVE
55496,71850-76-5,71850765,,,"Propanoic acid, 3-[(chlorocarbonyl)thio]-, methyl ester",,,,INACTIVE
55497,71850-77-6,71850776,,,"Benzene, 1-(1,1-dimethylethyl)-3,5-dimethyl-2,4-dinitro-",,,,INACTIVE
55498,71850-78-7,71850787,,,"2-Butenal, 2,3-dimethyl-4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-",,,,ACTIVE
55499,71850-79-8,71850798,,,"Benzene, 1-(1,1-dimethylethyl)-2-methoxy-4-methyl-5-nitro-",,,,INACTIVE
55500,71850-80-1,71850801,,,"2-Nonenoic acid, 3-ethyl-2-methyl-",,,,INACTIVE
55501,71850-81-2,71850812,,,"1-Propanaminium, N-(carboxymethyl)-3-[[(9Z,12R)-12-hydroxy-1-oxo-9-octadecen-1-yl]amino]-N,N-dimethyl-, inner salt",,,,INACTIVE
55502,71850-82-3,71850823,,,"Benzenesulfonic acid, 4-[2-(4-amino-3-methoxyphenyl)diazenyl]-, sodium salt (1:1)",,,,INACTIVE
55503,71850-83-4,71850834,,,"Benzenesulfonic acid, 4,4'-[carbonylbis[imino(3-methoxy-4,1-phenylene)-2,1-diazenediyl]]bis-, sodium salt (1:2)",,,,INACTIVE
55504,71850-84-5,71850845,,,"Benzenesulfonic acid, 4-[2-[3-methoxy-4-[[[[2-methoxy-5-methyl-4-[2-(4-sulfophenyl)diazenyl]phenyl]amino]carbonyl]amino]phenyl]diazenyl]-, sodium salt (1:2)",,,,INACTIVE
55505,71850-85-6,71850856,,,"Ethanone, 1-(4-methyl-2-pyrimidinyl)-",,,,INACTIVE
55506,71850-86-7,71850867,,,"2-Butenedioic acid (2Z)-, 1,1'-[(isooctyloxy)stibylene] 4,4'-diisooctyl ester",,,,INACTIVE
55507,71850-87-8,71850878,,,"2-Butenoic acid, 4,4',4''-[stibylidynetris(oxy)]tris[4-oxo-, 1,1',1''-triisooctyl ester, (2Z,2'Z,2''Z)-",,,,INACTIVE
55508,71850-88-9,71850889,,,"2-Butenoic acid, 4-[[bis(isooctyloxy)stibino]oxy]-4-oxo-, isooctyl ester, (2Z)-",,,,INACTIVE
55509,71850-89-0,71850890,,,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethenylpyridine, ethyl 2-propenoate, methyl 2-methyl-2-propenoate and 2-propenoic acid",,,XU,INACTIVE
55510,71850-90-3,71850903,,,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethenylpyridine, ethyl 2-propenoate, methyl 2-methyl-2-propenoate and 2-propenoic acid, ammonium salt",,,XU,INACTIVE
55511,71868-10-5,71868105,,,"1-Propanone, 2-methyl-1-[4-(methylthio)phenyl]-2-(4-morpholinyl)-",,,PMN,ACTIVE
55512,71868-15-0,71868150,,,"1-Propanone, 1,1'-(oxydi-4,1-phenylene)bis[2-hydroxy-2-methyl-",,,PMN; S,ACTIVE
55513,71873-33-1,71873331,,,"Carob gum, phosphate",,,,INACTIVE
55514,71873-34-2,71873342,,,"Hexanedioic acid, polymer with .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl), 2-hydroxyethyl 2-propenoate, 4-hydroxy-N-(2-hydroxyethyl)-N-methylbutanamide and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",,,XU,INACTIVE
55515,71873-36-4,71873364,,,"Decanedioic acid, polymer with 1,4-butanediol, 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid, 1,6-hexanediol, 3-hydroxy-2,2-dimethylpropyl 3-hydroxy-2,2-dimethylpropanoate, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,1'-methylenebis[4-isocyanatocyclohexane] and 2,2'-oxybis[ethanol], compd. with 2-(dimethylamino)ethanol",,,XU,INACTIVE
55516,71873-38-6,71873386,,,"Benzenesulfonic acid, 2,5-dichloro-4-[4-[2-[3-[(ethylphenylamino)sulfonyl]-4-methylphenyl]diazenyl]-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl]-, sodium salt (1:1)",,,,ACTIVE
55517,71873-39-7,71873397,,,"2-Naphthalenesulfonic acid, 6-amino-5-[2-[4-chloro-3-[[(2,4-dimethylphenyl)amino]sulfonyl]phenyl]diazenyl]-4-hydroxy-, sodium salt (1:1)",,,,ACTIVE
55518,71873-40-0,71873400,,,"2-Naphthalenesulfonic acid, 4-hydroxy-7-[(1-oxodecyl)amino]-3-[2-(2-sulfophenyl)diazenyl]-, sodium salt (1:2)",,,,INACTIVE
55519,71873-41-1,71873411,,,"2-Naphthalenesulfonic acid, 6-amino-4-hydroxy-5-[2-[2-[(4-methylphenyl)sulfonyl]phenyl]diazenyl]-, sodium salt (1:1)",,,,INACTIVE
55520,71873-42-2,71873422,,,"Benzenesulfonic acid, 2,5-dichloro-4-[4,5-dihydro-3-methyl-4-[2-[4-[[(4-methylphenyl)sulfonyl](phenylmethyl)amino]phenyl]diazenyl]-5-oxo-1H-pyrazol-1-yl]-, sodium salt (1:1)",,,,INACTIVE
55521,71873-43-3,71873433,,,"2-Anthracenesulfonic acid, 4,4'-[(1,4-dioxo-2-butene-1,4-diyl)bis[imino(3-sulfo-4,1-phenylene)imino]]bis[1-amino-9,10-dihydro-9,10-dioxo-, sodium salt (1:4)",,,,INACTIVE
55522,71873-44-4,71873444,,,"2-Anthracenesulfonic acid, 1-amino-4-[[4-[[4-[[4-[(4-amino-9,10-dihydro-9,10-dioxo-3-sulfo-1-anthracenyl)amino]phenyl]amino]-1,4-dioxo-2-buten-1-yl]amino]-3-sulfophenyl]amino]-9,10-dihydro-9,10-dioxo-, sodium salt (1:3)",,,,INACTIVE
55523,71873-45-5,71873455,,,"2-Anthracenesulfonic acid, 4,4'-[(1,4-dioxo-2-butene-1,4-diyl)bis(imino-4,1-phenyleneimino)]bis[1-amino-9,10-dihydro-9,10-dioxo-, sodium salt (1:2)",,,,INACTIVE
55524,71873-46-6,71873466,,,"2-Anthracenesulfonic acid, 1-amino-9,10-dihydro-9,10-dioxo-4-[(2,2,4-trimethylcyclohexyl)amino]-, sodium salt (1:1)",,,,ACTIVE
55525,71873-47-7,71873477,,,"Benzoic acid, 3-[2-[1-hydroxy-6-[[[[4-[2-(8-hydroxy-3,6-disulfo-1-naphthalenyl)diazenyl]-2-methoxy-5-methylphenyl]amino]carbonyl]amino]-3-sulfo-2-naphthalenyl]diazenyl]-4-methoxy-, sodium salt (1:4)",,,,ACTIVE
55526,71873-48-8,71873488,,,"1,3-Naphthalenedisulfonic acid, 7-[2-[4-[2-[4-[2-[7-(acetylamino)-1-hydroxy-3-sulfo-2-naphthalenyl]diazenyl]-1-naphthalenyl]diazenyl]-6-sulfo-1-naphthalenyl]diazenyl]-, sodium salt (1:4)",,,,INACTIVE
55527,71873-49-9,71873499,,,"Benzoic acid, 4,4'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)(2-oxido-2,1-diazenediyl)-4,1-phenylene-2,1-diazenediyl]]bis-, sodium salt (1:4)",,,,INACTIVE
55528,71873-50-2,71873502,,,"2-Anthracenesulfonic acid, 1-amino-4-[[3-[[(2-chloro-1-oxo-2-propen-1-yl)amino]methyl]-2,4,6-trimethylphenyl]amino]-9,10-dihydro-9,10-dioxo-, potassium salt (1:1)",,,,INACTIVE
55529,71873-51-3,71873513,,,"Benzenesulfonic acid, 2,5-dichloro-4-[4-[2-[5-[[(dodecyloxy)carbonyl]amino]-2-sulfophenyl]diazenyl]-4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl]-, sodium salt (1:2)",,,,ACTIVE
55530,71873-52-4,71873524,,,"Benzenesulfonic acid, 2-[[[3-[2-[8-[[(2-ethoxyethoxy)carbonyl]amino]-2-hydroxy-1-naphthalenyl]diazenyl]-4-hydroxyphenyl]sulfonyl]amino]-",,,,INACTIVE
55531,71873-53-5,71873535,,,"Benzenesulfonic acid, 3-[2-[8-[(ethoxycarbonyl)amino]-2-hydroxy-1-naphthalenyl]diazenyl]-2-hydroxy-5-nitro-, sodium salt (1:1)",,,,INACTIVE
55532,71873-54-6,71873546,,,"1(2H)-Pyridinepropanaminium, 5-[2-[4-(4-chlorophenoxy)phenyl]diazenyl]-3-cyano-6-hydroxy-N,N,N,4-tetramethyl-2-oxo-, chloride (1:1)",,,,INACTIVE
55533,71873-55-7,71873557,,,"Ethanaminium, 2-[ethyl[3-methyl-4-[2-(3-phenyl-1,2,4-thiadiazol-5-yl)diazenyl]phenyl]amino]-N,N,N-trimethyl-, sulfate (1:1)",,,,INACTIVE
55534,71873-57-9,71873579,,,"3H-Indolium, 5-chloro-2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-, methyl sulfate (1:1)",,,,INACTIVE
55535,71873-58-0,71873580,,,"Benzenesulfonic acid, 5-[[4-(aminosulfonyl)-2-nitrophenyl]amino]-2-[[4-[[4-(aminosulfonyl)-2-nitrophenyl]amino]phenyl]amino]-, sodium salt (1:1)",,,,ACTIVE
55536,71873-60-4,71873604,,,"Ethanaminium, 2-[ethyl[3-methyl-4-[2-(3-phenyl-1,2,4-thiadiazol-5-yl)diazenyl]phenyl]amino]-N,N,N-trimethyl-, phosphate (1:1)",,,,INACTIVE
55537,71873-61-5,71873615,,,"9,10-Anthracenedione, 1,8-dihydroxy-4,5-bis(phenylamino)-",,,,INACTIVE
